LOCATION,IF_INCLUDE,STATE,COMFIRMED_COMFIRMED,ADDED,DEATH,DEATH_ADDED,CONCA,GEOID,Pop,HospitalBeds
Crowley,0,Colorado,1,,1,,Crowley Colorado,08025,5823,0
Mesa,0,Colorado,1,,0,,Mesa Colorado,08077,146723,460
Park,0,Colorado,1,1,0,,Park Colorado,08093,16206,0
Yuma,0,Colorado,1,1,0,,Yuma Colorado,08125,10043,28
Pennsylvania state,1,Pennsylvania,311,105,1,,Pennsylvania state Pennsylvania,#N/A,#N/A,#N/A
Montgomery,0,Pennsylvania,68,13,0,,Montgomery Pennsylvania,42091,799874,3403
Philadelphia,0,Pennsylvania,67,23,0,,Philadelphia Pennsylvania,42101,1526006,8160
Allegheny,0,Pennsylvania,28,10,0,,Allegheny Pennsylvania,42003,1223348,7616
Bucks,0,Pennsylvania,24,12,0,,Bucks Pennsylvania,42017,625249,1299
Delaware,0,Pennsylvania,23,9,0,,Delaware Pennsylvania,42045,558979,1123
Monroe,0,Pennsylvania,19,4,0,,Monroe Pennsylvania,42089,169842,235
Chester,0,Pennsylvania,17,7,0,,Chester Pennsylvania,42029,498886,1286
Cumberland,0,Pennsylvania,11,,0,,Cumberland Pennsylvania,42041,235406,590
Northampton,0,Pennsylvania,10,5,1,,Northampton Pennsylvania,42095,297735,362
York,0,Pennsylvania,6,4,0,,York Pennsylvania,42133,434972,921
Berks,0,Pennsylvania,5,4,0,,Berks Pennsylvania,42011,411442,1247
Adams,0,Pennsylvania,4,4,0,,Adams Pennsylvania,42001,101407,76
Lackawanna,0,Pennsylvania,4,2,0,,Lackawanna Pennsylvania,42069,214437,1079
Westmoreland,0,Pennsylvania,4,2,0,,Westmoreland Pennsylvania,42129,365169,654
Beaver,0,Pennsylvania,3,1,0,,Beaver Pennsylvania,42007,170539,396
Pike,0,Pennsylvania,3,,0,,Pike Pennsylvania,42103,57369,0
Washington,0,Pennsylvania,3,,0,,Washington Pennsylvania,42125,207820,602
Lehigh,0,Pennsylvania,2,1,0,,Lehigh Pennsylvania,42077,349497,1912
Luzerne,0,Pennsylvania,2,1,0,,Luzerne Pennsylvania,42079,320918,1180
Lancaster,0,Pennsylvania,2,,0,,Lancaster Pennsylvania,42071,519445,1191
Lebanon,0,Pennsylvania,1,,0,,Lebanon Pennsylvania,42075,133568,484
Erie,0,Pennsylvania,1,,0,,Erie Pennsylvania,42049,280566,1188
Franklin,0,Pennsylvania,1,1,0,,Franklin Pennsylvania,42055,149618,416
Wayne,0,Pennsylvania,1,,0,,Wayne Pennsylvania,42127,52822,112
Centre,0,Pennsylvania,1,1,0,,Centre Pennsylvania,42027,153990,438
Potter,0,Pennsylvania,1,1,0,,Potter Pennsylvania,42105,17457,59
Tennessee state,1,Tennessee,263,108,1,1,Tennessee state Tennessee,#N/A,#N/A,#N/A
Davidson,0,Tennessee,101,26,1,1,Davidson Tennessee,47037,626681,4489
Unassigned,2,Tennessee,43,42,0,,Unassigned Tennessee,#N/A,#N/A,#N/A
Out-of-State,2,Tennessee,40,18,0,,Out-of-State Tennessee,#N/A,#N/A,#N/A
Williamson,0,Tennessee,35,5,0,,Williamson Tennessee,47187,183182,225
Sumner,0,Tennessee,11,8,0,,Sumner Tennessee,47165,160645,441
Hamilton,0,Tennessee,5,,0,,Hamilton Tennessee,47065,336463,1825
Shelby,0,Tennessee,4,,0,,Shelby Tennessee,47157,927644,4876
Knox,0,Tennessee,2,,0,,Knox Tennessee,47093,432226,2122
Cheatham,0,Tennessee,2,1,0,,Cheatham Tennessee,47021,39105,12
Cumberland,0,Tennessee,2,1,0,,Cumberland Tennessee,47035,56053,189
Washington,0,Tennessee,2,2,0,,Washington Tennessee,47179,122979,714
Robertson,0,Tennessee,1,,0,,Robertson Tennessee,47147,66283,109
Jefferson,0,Tennessee,1,,0,,Jefferson Tennessee,47089,51407,54
Rutherford,0,Tennessee,1,,0,,Rutherford Tennessee,47149,262604,488
Campbell,0,Tennessee,1,,0,,Campbell Tennessee,47013,40716,120
Sevier,0,Tennessee,1,,0,,Sevier Tennessee,47155,89889,79
Dyer,0,Tennessee,1,,0,,Dyer Tennessee,47045,38335,225
Montgomery,0,Tennessee,1,,0,,Montgomery Tennessee,47125,172331,270
Wilson,0,Tennessee,1,,0,,Wilson Tennessee,47189,113993,245
Sullivan,0,Tennessee,1,,0,,Sullivan Tennessee,47163,156823,1175
Carroll,0,Tennessee,1,,0,,Carroll Tennessee,47017,28522,115
Dickson,0,Tennessee,1,1,0,,Dickson Tennessee,47043,49666,157
Greene,0,Tennessee,1,1,0,,Greene Tennessee,47059,68831,240
Bradley,0,Tennessee,1,1,0,,Bradley Tennessee,47011,98963,348
Anderson,0,Tennessee,1,1,0,,Anderson Tennessee,47001,75129,301
Blount,0,Tennessee,1,1,0,,Blount Tennessee,47009,123010,471
Fayette,0,Tennessee,1,,0,,Fayette Tennessee,47047,38413,0
Wisconsin state,1,Wisconsin,210,49,3,1,Wisconsin state Wisconsin,#N/A,#N/A,#N/A
Milwaukee,0,Wisconsin,85,23,1,1,Milwaukee Wisconsin,55079,947735,4743
Dane,0,Wisconsin,32,5,0,,Dane Wisconsin,55025,488073,2073
Waukesha,0,Wisconsin,15,3,0,,Waukesha Wisconsin,55133,389891,1305
Fond du Lac,0,Wisconsin,14,,1,,Fond du Lac Wisconsin,55039,101633,189
Ozaukee,0,Wisconsin,7,4,1,,Ozaukee Wisconsin,55089,86395,326
Sheboygan,0,Wisconsin,6,,0,,Sheboygan Wisconsin,55117,115507,370
Columbia,0,Wisconsin,5,1,0,,Columbia Wisconsin,55021,56833,98
Winnebago,0,Wisconsin,5,,0,,Winnebago Wisconsin,55139,166994,795
Eau Claire,0,Wisconsin,4,3,0,,Eau Claire Wisconsin,55035,98736,661
Kenosha,0,Wisconsin,4,,0,,Kenosha Wisconsin,55059,166426,517
La Crosse,0,Wisconsin,4,,0,,La Crosse Wisconsin,55063,114638,656
Washington,0,Wisconsin,3,1,0,,Washington Wisconsin,55131,131887,141
Racine,0,Wisconsin,3,,0,,Racine Wisconsin,55101,195408,715
Walworth,0,Wisconsin,3,1,0,,Walworth Wisconsin,55127,102228,134
Outagamie,0,Wisconsin,2,1,0,,Outagamie Wisconsin,55087,176695,517
Sauk,0,Wisconsin,2,1,0,,Sauk Wisconsin,55111,61976,161
Brown,0,Wisconsin,2,,0,,Brown Wisconsin,55009,248007,1278
St. Croix,0,Wisconsin,2,1,0,,St. Croix Wisconsin,55109,84345,125
Rock,0,Wisconsin,2,1,0,,Rock Wisconsin,55105,160331,564
Dunn,0,Wisconsin,1,,0,,Dunn Wisconsin,55033,43857,25
Wood,0,Wisconsin,1,,0,,Wood Wisconsin,55141,74749,619
Pierce,0,Wisconsin,1,,0,,Pierce Wisconsin,55093,41019,0
Bayfield,0,Wisconsin,1,,0,,Bayfield Wisconsin,55007,15014,0
Calumet,0,Wisconsin,1,,0,,Calumet Wisconsin,55015,48971,25
Chippewa,0,Wisconsin,1,,0,,Chippewa Wisconsin,55017,62415,218
Marathon,0,Wisconsin,1,1,0,,Marathon Wisconsin,55073,134063,440
Jefferson,0,Wisconsin,1,1,0,,Jefferson Wisconsin,55055,83686,82
Douglas,0,Wisconsin,1,1,0,,Douglas Wisconsin,55031,44159,25
Green,0,Wisconsin,1,1,0,,Green Wisconsin,55045,36842,95
Connecticut state,1,Connecticut,194,35,4,1,Connecticut state Connecticut,#N/A,#N/A,#N/A
Fairfield,0,Connecticut,122,20,4,1,Fairfield Connecticut,09001,916829,2066
Hartford,0,Connecticut,29,11,0,,Hartford Connecticut,09003,894014,2980
New Haven,0,Connecticut,23,,0,,New Haven Connecticut,09009,862477,3045
Litchfield,0,Connecticut,8,1,0,,Litchfield Connecticut,09005,189927,272
Middlesex,0,Connecticut,5,2,0,,Middlesex Connecticut,09007,165676,215
Tolland,0,Connecticut,4,,0,,Tolland Connecticut,09013,152691,174
Windham,0,Connecticut,2,,0,,Windham Connecticut,09015,118428,234
New London,0,Connecticut,1,1,0,,New London Connecticut,09011,274055,465
North Carolina state,1,North Carolina,188,49,0,,North Carolina state North Carolina,#N/A,#N/A,#N/A
Mecklenburg,0,North Carolina,43,11,0,,Mecklenburg North Carolina,37119,919628,2949
Durham,0,North Carolina,39,4,0,,Durham North Carolina,37063,267587,1360
Wake,0,North Carolina,32,7,0,,Wake North Carolina,37183,900993,1781
Forsyth,0,North Carolina,7,2,0,,Forsyth North Carolina,37067,350670,1855
Union,0,North Carolina,6,4,0,,Union North Carolina,37179,201292,227
Harnett,0,North Carolina,6,,0,,Harnett North Carolina,37085,114678,167
Franklin,0,North Carolina,4,4,0,,Franklin North Carolina,37069,60619,0
Guilford,0,North Carolina,4,1,0,,Guilford North Carolina,37081,488406,1833
Orange,0,North Carolina,4,4,0,,Orange North Carolina,37135,133801,896
Chatham,0,North Carolina,3,,0,,Chatham North Carolina,37037,63505,25
Johnston,0,North Carolina,3,1,0,,Johnston North Carolina,37101,168878,199
Moore,0,North Carolina,2,,0,,Moore North Carolina,37125,88247,372
Brunswick,0,North Carolina,2,1,0,,Brunswick North Carolina,37019,107431,212
Watauga,0,North Carolina,2,,0,,Watauga North Carolina,37189,51079,217
Cabarrus,0,North Carolina,2,1,0,,Cabarrus North Carolina,37025,178011,497
Craven,0,North Carolina,2,,0,,Craven North Carolina,37049,103505,350
Pitt,0,North Carolina,2,1,0,,Pitt North Carolina,37147,168148,909
Rowan,0,North Carolina,2,1,0,,Rowan North Carolina,37159,138428,268
Cumberland,0,North Carolina,2,,0,,Cumberland North Carolina,37051,319431,666
Iredell,0,North Carolina,2,,0,,Iredell North Carolina,37097,159437,501
Wilson,0,North Carolina,2,,0,,Wilson North Carolina,37195,81234,317
Sampson,0,North Carolina,1,,0,,Sampson North Carolina,37163,63431,146
Buncombe,0,North Carolina,1,,0,,Buncombe North Carolina,37021,238318,877
Hoke,0,North Carolina,1,,0,,Hoke North Carolina,37093,46952,49
Stanley,3 COMBINED WITH GASTON,North Carolina,1,1,0,,Stanley North Carolina,#N/A,#N/A,#N/A
Lincoln,0,North Carolina,1,,0,,Lincoln North Carolina,37109,78265,101
Davidson,0,North Carolina,1,,0,,Davidson North Carolina,37057,162878,243
Gaston,3,North Carolina,2,1,0,,Gaston North Carolina,37071,206086,475
Pasquotank,0,North Carolina,1,,0,,Pasquotank North Carolina,37139,40661,182
Alamance,0,North Carolina,1,1,0,,Alamance North Carolina,37001,151131,238
Onslow,0,North Carolina,1,,0,,Onslow North Carolina,37133,177772,162
Wayne,0,North Carolina,1,,0,,Wayne North Carolina,37191,122623,316
Lee,0,North Carolina,1,1,0,,Lee North Carolina,37105,57866,127
Catawba,0,North Carolina,1,1,0,,Catawba North Carolina,37035,154358,638
Cleveland,0,North Carolina,1,1,0,,Cleveland North Carolina,37045,98078,371
Chowan,0,North Carolina,1,1,0,,Chowan North Carolina,37041,14793,89
Carteret,0,North Carolina,1,1,0,,Carteret North Carolina,37031,66469,135
New Hanover,0,North Carolina,1,,0,,New Hanover North Carolina,37129,202667,769
Ohio state,1,Ohio,174,53,3,2,Ohio state Ohio,#N/A,#N/A,#N/A
Cuyahoga,0,Ohio,69,16,0,,Cuyahoga Ohio,39035,1280122,8105
Franklin,0,Ohio,14,4,0,,Franklin Ohio,39049,1163414,6376
Butler,0,Ohio,12,4,0,,Butler Ohio,39017,368130,879
Summit,0,Ohio,10,4,0,,Summit Ohio,39153,541781,2819
Lorain,0,Ohio,10,4,0,,Lorain Ohio,39093,301356,840
Hamilton,0,Ohio,7,6,0,,Hamilton Ohio,39061,802374,4961
Mahoning,0,Ohio,7,2,0,,Mahoning Ohio,39099,238823,1051
Stark,0,Ohio,6,1,0,,Stark Ohio,39151,375586,1740
Medina,0,Ohio,6,1,0,,Medina Ohio,39103,172332,191
Lake,0,Ohio,3,1,0,,Lake Ohio,39085,230041,561
Trumbull,0,Ohio,3,1,0,,Trumbull Ohio,39155,210312,1137
Coshocton,0,Ohio,2,,0,,Coshocton Ohio,39031,36901,56
Lucas,0,Ohio,2,,1,,Lucas Ohio,39095,441815,3357
Delaware,0,Ohio,2,,0,,Delaware Ohio,39041,174214,212
Belmont,0,Ohio,2,,0,,Belmont Ohio,39013,70400,300
Miami,0,Ohio,2,1,1,1,Miami Ohio,39109,102506,193
Warren,0,Ohio,2,2,0,,Warren Ohio,39165,212693,378
Ashland,0,Ohio,1,,0,,Ashland Ohio,39005,53139,123
Erie,0,Ohio,1,1,1,1,Erie Ohio,39043,77079,424
Montgomery,0,Ohio,1,,0,,Montgomery Ohio,39113,535153,3458
Geauga,0,Ohio,1,,0,,Geauga Ohio,39055,93389,281
Clark,0,Ohio,1,,0,,Clark Ohio,39023,138333,40
Darke,0,Ohio,1,,0,,Darke Ohio,39037,52959,104
Richland,0,Ohio,1,,0,,Richland Ohio,39139,124475,398
Out-of-State,2,Ohio,1,,0,,Out-of-State Ohio,#N/A,#N/A,#N/A
Marion,0,Ohio,1,1,0,,Marion Ohio,39101,66501,270
Licking,0,Ohio,1,1,0,,Licking Ohio,39089,166492,262
Tuscarawas,0,Ohio,1,,0,,Tuscarawas Ohio,39157,92582,198
Union,0,Ohio,1,1,0,,Union Ohio,39159,52300,97
Ashtabula,0,Ohio,1,1,0,,Ashtabula Ohio,39007,101497,429
Defiance,0,Ohio,1,1,0,,Defiance Ohio,39039,39037,104
Huron,0,Ohio,1,,0,,Huron Ohio,39077,59626,139
Nevada state,1,Nevada,161,66,2,1,Nevada state Nevada,#N/A,#N/A,#N/A
Clark,0,Nevada,126,57,2,1,Clark Nevada,32003,1951269,5467
Unassigned,2,Nevada,18,7,0,,Unassigned Nevada,#N/A,#N/A,#N/A
Washoe,0,Nevada,14,,0,,Washoe Nevada,32031,421407,1690
Carson City,0,Nevada,2,1,0,,Carson City Nevada,32510,55274,229
Elko,0,Nevada,1,1,0,,Elko Nevada,32007,48818,50
Maryland state,1,Maryland,149,42,2,1,Maryland state Maryland,#N/A,#N/A,#N/A
Montgomery,0,Maryland,51,18,0,,Montgomery Maryland,24031,971777,1492
Prince George's,0,Maryland,31,8,1,,Prince George's Maryland,24033,863420,836
Howard,0,Maryland,18,2,0,,Howard Maryland,24027,287085,581
Baltimore,0,Maryland,13,1,1,1,Baltimore Maryland,24005,805029,1899
Baltimore,0,Maryland,11,3,0,,Baltimore Maryland,24005,805029,1899
Anne Arundel,0,Maryland,9,4,0,,Anne Arundel Maryland,24003,537656,673
Harford,0,Maryland,5,2,0,,Harford Maryland,24025,244826,255
Carroll,0,Maryland,4,2,0,,Carroll Maryland,24013,167134,409
Charles,0,Maryland,2,,0,,Charles Maryland,24017,146551,89
Talbot,0,Maryland,1,,0,,Talbot Maryland,24041,37782,132
Frederick,0,Maryland,1,,0,,Frederick Maryland,24021,233385,308
Calvert,0,Maryland,1,,0,,Calvert Maryland,24009,88737,76
Wicomico,0,Maryland,1,1,0,,Wicomico Maryland,24045,98733,416
Worcester,0,Maryland,1,1,0,,Worcester Maryland,24047,51454,45
South Carolina state,1,South Carolina,126,45,3,2,South Carolina state South Carolina,#N/A,#N/A,#N/A
Kershaw,0,South Carolina,36,7,0,,Kershaw South Carolina,45055,61697,121
Richland,0,South Carolina,22,14,0,,Richland South Carolina,45079,384504,2585
Greenville,0,South Carolina,12,5,0,,Greenville South Carolina,45045,451225,1681
Beaufort,0,South Carolina,8,1,0,,Beaufort South Carolina,45013,162233,290
Lexington,0,South Carolina,8,3,1,,Lexington South Carolina,45063,262391,556
Horry,0,South Carolina,8,2,0,,Horry South Carolina,45051,269291,753
Charleston,0,South Carolina,6,1,0,,Charleston South Carolina,45019,350209,2166
Anderson,0,South Carolina,6,3,0,,Anderson South Carolina,45007,187126,755
Lancaster,0,South Carolina,3,,0,,Lancaster South Carolina,45057,76652,253
Orangeburg,0,South Carolina,2,2,0,,Orangeburg South Carolina,45075,92501,301
Aiken,0,South Carolina,1,1,0,,Aiken South Carolina,45003,160099,245
Calhoun,0,South Carolina,1,,0,,Calhoun South Carolina,45017,15175,0
Spartanburg,0,South Carolina,1,,0,,Spartanburg South Carolina,45083,284307,943
Dorchester,0,South Carolina,1,,0,,Dorchester South Carolina,45035,136555,104
Lee,0,South Carolina,1,,0,,Lee South Carolina,45061,19220,20
Abbeville,0,South Carolina,1,,0,,Abbeville South Carolina,45001,25417,25
Saluda,0,South Carolina,1,,0,,Saluda South Carolina,45081,19875,0
Fairfield,0,South Carolina,1,,0,,Fairfield South Carolina,45039,23956,25
Berkeley,0,South Carolina,1,1,0,,Berkeley South Carolina,45015,177843,0
Darlington,0,South Carolina,1,1,0,,Darlington South Carolina,45031,68681,188
Clarendon,0,South Carolina,1,1,1,1,Clarendon South Carolina,45027,34971,89
Florence,0,South Carolina,1,1,1,1,Florence South Carolina,45041,136885,1025
Sumter,0,South Carolina,1,1,0,,Sumter South Carolina,45085,107456,283
Pickens,0,South Carolina,1,1,0,,Pickens South Carolina,45077,119224,164
York,0,South Carolina,1,,0,,York South Carolina,45091,226073,334
Virginia state,1,Virginia,125,24,2,,Virginia state Virginia,#N/A,#N/A,#N/A
James City,0,Virginia,19,5,1,,James City Virginia,51095,67009,357
Arlington,0,Virginia,17,,0,,Arlington Virginia,51013,207627,334
Fairfax,0,Virginia,16,,0,,Fairfax Virginia,51059,1081726,1662
Prince William,0,Virginia,12,1,0,,Prince William Virginia,51153,402002,243
Loudoun,0,Virginia,9,4,0,,Loudoun Virginia,51107,312311,462
Chesterfield,0,Virginia,6,,0,,Chesterfield Virginia,51041,316236,466
Richmond,0,Virginia,5,2,0,,Richmond Virginia,51159,9254,0
Virginia Beach,0,Virginia,5,1,0,,Virginia Beach Virginia,51810,437994,542
Williamsburg,0,Virginia,4,3,0,,Williamsburg Virginia,51830,14068,40
Charlottesville,0,Virginia,3,,0,,Charlottesville Virginia,51540,43475,614
York,0,Virginia,3,2,1,,York Virginia,51199,65464,145
Henrico,0,Virginia,3,,0,,Henrico Virginia,51087,306935,1031
Alexandria,0,Virginia,3,,0,,Alexandria Virginia,51510,139966,318
Stafford,0,Virginia,2,,0,,Stafford Virginia,51179,128961,100
Norfolk,0,Virginia,1,,0,,Norfolk Virginia,51710,242803,1400
Prince Edward,0,Virginia,1,,0,,Prince Edward Virginia,51147,23368,116
Hanover,0,Virginia,1,,0,,Hanover Virginia,51085,99863,265
Goochland,0,Virginia,1,,0,,Goochland Virginia,51075,21717,0
Charles City,0,Virginia,1,,0,,Charles City Virginia,51036,7256,0
Spotsylvania,0,Virginia,1,,0,,Spotsylvania Virginia,51177,122397,100
Harrisonburg,0,Virginia,1,,0,,Harrisonburg Virginia,51660,48914,0
Albemarle,0,Virginia,1,,0,,Albemarle Virginia,51003,98970,266
Portsmouth,0,Virginia,1,,0,,Portsmouth Virginia,51740,95535,346
Gloucester,0,Virginia,1,,0,,Gloucester Virginia,51073,36858,67
Botetourt,0,Virginia,1,,0,,Botetourt Virginia,51023,33148,0
Suffolk,0,Virginia,1,,0,,Suffolk Virginia,51800,84585,150
Accomack,0,Virginia,1,1,0,,Accomack Virginia,51001,33164,0
Newport News,0,Virginia,1,1,0,,Newport News Virginia,51700,180719,792
Mecklenburg,0,Virginia,1,1,0,,Mecklenburg Virginia,51117,32727,99
Rockbridge,0,Virginia,1,1,0,,Rockbridge Virginia,51163,22307,0
Isle of Wight,0,Virginia,1,1,0,,Isle of Wight Virginia,51093,35270,0
Franklin,0,Virginia,1,1,0,,Franklin Virginia,51067,56159,37
Minnesota state,1,Minnesota,115,29,0,,Minnesota state Minnesota,#N/A,#N/A,#N/A
Hennepin,0,Minnesota,45,13,0,,Hennepin Minnesota,27053,1152425,4668
Ramsey,0,Minnesota,16,4,0,,Ramsey Minnesota,27123,508640,1907
Olmsted,0,Minnesota,11,5,0,,Olmsted Minnesota,27109,144248,2120
Dakota,0,Minnesota,7,,0,,Dakota Minnesota,27037,398552,259
Anoka,0,Minnesota,5,,0,,Anoka Minnesota,27003,330844,546
Stearns,0,Minnesota,4,1,0,,Stearns Minnesota,27145,150642,571
Martin,0,Minnesota,4,1,0,,Martin Minnesota,27091,20840,57
Washington,0,Minnesota,3,,0,,Washington Minnesota,27163,238136,183
Carver,0,Minnesota,3,,0,,Carver Minnesota,27019,91042,109
Fillmore,0,Minnesota,2,2,0,,Fillmore Minnesota,27045,20866,0
Wright,0,Minnesota,2,,0,,Wright Minnesota,27171,124700,104
Blue earth,0,Minnesota,2,,0,,Blue earth Minnesota,27013,64013,272
Nicollet,0,Minnesota,2,,0,,Nicollet Minnesota,27103,32727,17
Scott,0,Minnesota,2,1,0,,Scott Minnesota,27139,129928,142
Benton,0,Minnesota,1,,0,,Benton Minnesota,27009,38451,0
Mower,0,Minnesota,1,,0,,Mower Minnesota,27099,39163,82
Rice,0,Minnesota,1,,0,,Rice Minnesota,27131,64142,49
Renville,0,Minnesota,1,,0,,Renville Minnesota,27129,15730,16
Chisago,0,Minnesota,1,1,0,,Chisago Minnesota,27025,53887,61
Clay,0,Minnesota,1,1,0,,Clay Minnesota,27027,58999,0
Waseca,0,Minnesota,1,,0,,Waseca Minnesota,27161,19136,35
Oregon state,1,Oregon,114,26,3,,Oregon state Oregon,#N/A,#N/A,#N/A
Washington,0,Oregon,31,6,1,,Washington Oregon,41067,529710,869
Linn,0,Oregon,18,1,0,,Linn Oregon,41043,116672,98
Marion,0,Oregon,17,4,0,,Marion Oregon,41047,315335,496
Multnomah,0,Oregon,12,5,1,,Multnomah Oregon,41051,735334,1978
Clackamas,0,Oregon,10,4,0,,Clackamas Oregon,41005,375992,551
Deschutes,0,Oregon,8,2,0,,Deschutes Oregon,41017,157733,308
Yamhill,0,Oregon,4,2,0,,Yamhill Oregon,41071,99193,128
​Benton,0,Oregon,3,,0,,​Benton Oregon,41003,85579,164
Jackson,0,Oregon,2,,0,,Jackson Oregon,41029,203206,545
Umatilla,0,Oregon,2,,0,,Umatilla Oregon,41059,75889,455
Lane,0,Oregon,2,,1,,Lane Oregon,41039,351715,531
Douglas,0,Oregon,1,,0,,Douglas Oregon,41019,107667,141
Polk,0,Oregon,1,,0,,Polk Oregon,41053,75403,15
Klamath,0,Oregon,1,,0,,Klamath Oregon,41035,66380,98
Grant,0,Oregon,1,1,0,,Grant Oregon,41023,7445,25
Union,0,Oregon,1,1,0,,Union Oregon,41061,25748,25
Utah state,1,Utah,112,34,0,,Utah state Utah,#N/A,#N/A,#N/A
Salt Lake,0,Utah,44,15,0,,Salt Lake Utah,49035,1029655,2932
Summit,0,Utah,28,9,0,,Summit Utah,49043,36324,26
Davis,0,Utah,12,6,0,,Davis Utah,49011,306479,579
Non-Utah resident,2,Utah,10,,0,,Non-Utah resident Utah,#N/A,#N/A,#N/A
Weber,0,Utah,6,2,0,,Weber Utah,49057,231236,477
Wasatch,0,Utah,4,1,0,,Wasatch Utah,49051,23530,19
Tooele,0,Utah,2,1,0,,Tooele Utah,49045,58218,31
Cache,0,Utah,2,,0,,Cache Utah,49005,112656,150
Utah,0,Utah,2,,0,,Utah Utah,49049,516564,1033
Box Elder,0,Utah,1,,0,,Box Elder Utah,49003,49975,53
Southwest Utah,2,Utah,1,,0,,Southwest Utah Utah,#N/A,#N/A,#N/A
Alabama state,1,Alabama,106,28,0,,Alabama state Alabama,#N/A,#N/A,#N/A
Jefferson,0,Alabama,50,16,0,,Jefferson Alabama,01073,658466,4392
Lee,0,Alabama,11,1,0,,Lee Alabama,01081,140247,314
Shelby,0,Alabama,10,1,0,,Shelby Alabama,01117,195085,349
Madison,0,Alabama,7,2,0,,Madison Alabama,01089,334811,1178
Elmore,0,Alabama,5,,0,,Elmore Alabama,01051,79303,138
Tuscaloosa,0,Alabama,4,,0,,Tuscaloosa Alabama,01125,194656,933
Mobile,0,Alabama,3,2,0,,Mobile Alabama,01097,412992,1929
Montgomery,0,Alabama,3,,0,,Montgomery Alabama,01101,229363,1143
Chambers,0,Alabama,2,1,0,,Chambers Alabama,01017,34215,115
Baldwin,0,Alabama,2,1,0,,Baldwin Alabama,01003,182265,398
Walker,0,Alabama,1,,0,,Walker Alabama,01127,67023,267
St. Clair,0,Alabama,1,,0,,St. Clair Alabama,01115,83593,40
Talladega,0,Alabama,1,,0,,Talladega Alabama,01121,82291,285
Calhoun,0,Alabama,1,,0,,Calhoun Alabama,01015,118572,590
Limestone,0,Alabama,1,,0,,Limestone Alabama,01083,82782,102
Jackson,0,Alabama,1,1,0,,Jackson Alabama,01071,53227,170
Lamar,0,Alabama,1,1,0,,Lamar Alabama,01075,14564,0
Lauderdale,0,Alabama,1,1,0,,Lauderdale Alabama,01077,92709,358
Washington,0,Alabama,1,1,0,,Washington Alabama,01129,17581,25
Arkansas state,1,Arkansas,96,34,0,,Arkansas state Arkansas,#N/A,#N/A,#N/A
Unassigned,2,Arkansas,92,34,0,,Unassigned Arkansas,#N/A,#N/A,#N/A
Jefferson,0,Arkansas,3,,0,,Jefferson Arkansas,05069,77435,498
Washington,0,Arkansas,1,,0,,Washington Arkansas,05143,203065,851
Indiana state,1,Indiana,86,6,3,1,Indiana state Indiana,#N/A,#N/A,#N/A
Marion,0,Indiana,25,,2,1,Marion Indiana,18097,903393,3595
Lake,0,Indiana,6,,0,,Lake Indiana,18089,496005,2597
St. Joseph,0,Indiana,6,,0,,St. Joseph Indiana,18141,266931,811
Howard,0,Indiana,5,,0,,Howard Indiana,18067,82752,254
Hamilton,0,Indiana,5,,0,,Hamilton Indiana,18057,274569,577
Floyd,0,Indiana,5,3,0,,Floyd Indiana,18043,74578,297
Johnson,0,Indiana,4,,1,,Johnson Indiana,18081,139654,275
Hendricks,0,Indiana,4,,0,,Hendricks Indiana,18063,145448,287
Allen,0,Indiana,4,2,0,,Allen Indiana,18003,355329,1502
Franklin,0,Indiana,2,,0,,Franklin Indiana,18047,23087,0
Boone,0,Indiana,2,,0,,Boone Indiana,18011,56640,52
Tippecanoe,0,Indiana,2,,0,,Tippecanoe Indiana,18157,172780,783
Clark,0,Indiana,1,,0,,Clark Indiana,18019,110232,378
Wells,0,Indiana,1,,0,,Wells Indiana,18179,27636,79
LaPorte,0,Indiana,1,,0,,LaPorte Indiana,18091,111467,377
Adams,0,Indiana,1,,0,,Adams Indiana,18001,34387,35
Fayette,0,Indiana,1,,0,,Fayette Indiana,18041,24277,99
Jennings,0,Indiana,1,,0,,Jennings Indiana,18079,28525,17
Noble,0,Indiana,1,,0,,Noble Indiana,18113,47536,31
Madison,0,Indiana,1,,0,,Madison Indiana,18095,131636,379
Wayne,0,Indiana,1,,0,,Wayne Indiana,18177,68917,251
Owen,0,Indiana,1,,0,,Owen Indiana,18119,21575,0
Bartholomew,0,Indiana,1,,0,,Bartholomew Indiana,18005,76794,198
Vigo,0,Indiana,1,,0,,Vigo Indiana,18167,107848,541
Vanderburgh,0,Indiana,1,,0,,Vanderburgh Indiana,18163,179703,1266
Grant,0,Indiana,1,,0,,Grant Indiana,18053,70061,113
Shelby,0,Indiana,1,,0,,Shelby Indiana,18145,44436,0
Delaware,0,Indiana,1,1,0,,Delaware Indiana,18035,117671,411
Mississippi state,1,Mississippi,80,28,1,,Mississippi state Mississippi,#N/A,#N/A,#N/A
Harrison,0,Mississippi,8,1,0,,Harrison Mississippi,28047,187105,867
Leflore,0,Mississippi,7,3,0,,Leflore Mississippi,28083,32317,208
Hinds,0,Mississippi,7,1,0,,Hinds Mississippi,28049,245285,2427
Pearl River,0,Mississippi,7,,0,,Pearl River Mississippi,28109,55834,84
Desoto,0,Mississippi,4,2,0,,Desoto Mississippi,28033,161252,514
Forrest,0,Mississippi,4,,0,,Forrest Mississippi,28035,74934,545
Jackson,0,Mississippi,3,1,0,,Jackson Mississippi,28059,139668,571
Hancock,0,Mississippi,3,1,1,,Hancock Mississippi,28045,43929,102
