LOCATION,IF_INCLUDE,IF_NAME_ERROR,STATE,COMFIRMED_COMFIRMED,ADDED,DEATH,DEATH_ADDED,CONCA,GEOID,Pop,HospitalBeds
Erie,0,#N/A,Ohio,1,,,,Erie Ohio,39043,77079,424
Washington,0,#N/A,Ohio,1,,,,Washington Ohio,39167,61778,240
Knox,0,#N/A,Ohio,1,,,,Knox Ohio,39083,60921,111
Madison,0,#N/A,Ohio,1,,,,Madison Ohio,39097,43435,94
Ashland,0,#N/A,Ohio,1,,,,Ashland Ohio,39005,53139,123
Sandusky,0,#N/A,Ohio,1,,,,Sandusky Ohio,39143,60944,335
Champaign,0,#N/A,Ohio,1,1,,,Champaign Ohio,39021,40097,8
Crawford,0,#N/A,Ohio,1,1,,,Crawford Ohio,39033,43784,75
Darke,0,#N/A,Ohio,1,,,,Darke Ohio,39037,52959,104
Seneca,0,#N/A,Ohio,1,1,,,Seneca Ohio,39147,56745,120
category North Carolina,1,#N/A,North Carolina,507,83,,,category North Carolina North Carolina,#N/A,#N/A,#N/A
Mecklenburg,0,#N/A,North Carolina,142,36,,,Mecklenburg North Carolina,37119,919628,2949
Wake,0,#N/A,North Carolina,74,8,,,Wake North Carolina,37183,900993,1781
Durham,0,#N/A,North Carolina,74,3,,,Durham North Carolina,37063,267587,1360
Union,0,#N/A,North Carolina,18,5,,,Union North Carolina,37179,201292,227
Guilford,0,#N/A,North Carolina,16,5,,,Guilford North Carolina,37081,488406,1833
Forsyth,0,#N/A,North Carolina,14,2,,,Forsyth North Carolina,37067,350670,1855
Buncombe,0,#N/A,North Carolina,12,4,,,Buncombe North Carolina,37021,238318,877
Brunswick,0,#N/A,North Carolina,10,2,,,Brunswick North Carolina,37019,107431,212
New Hanover,0,#N/A,North Carolina,10,1,,,New Hanover North Carolina,37129,202667,769
Cabarrus,0,#N/A,North Carolina,10,,,,Cabarrus North Carolina,37025,178011,497
Harnett,0,#N/A,North Carolina,9,,,,Harnett North Carolina,37085,114678,167
Iredell,0,#N/A,North Carolina,9,1,,,Iredell North Carolina,37097,159437,501
Pitt,0,#N/A,North Carolina,6,,,,Pitt North Carolina,37147,168148,909
Orange,0,#N/A,North Carolina,6,,,,Orange North Carolina,37135,133801,896
Rowan,0,#N/A,North Carolina,5,1,,,Rowan North Carolina,37159,138428,268
Carteret,0,#N/A,North Carolina,5,,,,Carteret North Carolina,37031,66469,135
Cumberland,0,#N/A,North Carolina,5,,,,Cumberland North Carolina,37051,319431,666
Franklin,0,#N/A,North Carolina,4,,,,Franklin North Carolina,37069,60619,0
Cherokee,0,#N/A,North Carolina,4,,,,Cherokee North Carolina,37039,27444,191
Wilson,0,#N/A,North Carolina,4,,,,Wilson North Carolina,37195,81234,317
Catawba,0,#N/A,North Carolina,4,,,,Catawba North Carolina,37035,154358,638
Nash,0,#N/A,North Carolina,4,1,,,Nash North Carolina,37127,95840,403
Johnston,0,#N/A,North Carolina,4,,,,Johnston North Carolina,37101,168878,199
Chatham,0,#N/A,North Carolina,3,,,,Chatham North Carolina,37037,63505,25
Alamance,0,#N/A,North Carolina,3,,,,Alamance North Carolina,37001,151131,238
Davidson,0,#N/A,North Carolina,3,,,,Davidson North Carolina,37057,162878,243
Onslow,0,#N/A,North Carolina,3,,,,Onslow North Carolina,37133,177772,162
Craven,0,#N/A,North Carolina,3,1,,,Craven North Carolina,37049,103505,350
Gaston,0,3,North Carolina,4,,,,Gaston North Carolina,37071,206086,475
Watauga,0,#N/A,North Carolina,3,1,,,Watauga North Carolina,37189,51079,217
Randolph,0,#N/A,North Carolina,3,1,,,Randolph North Carolina,37151,141752,145
Henderson,0,#N/A,North Carolina,2,,,,Henderson North Carolina,37089,106740,325
Robeson,0,#N/A,North Carolina,2,1,,,Robeson North Carolina,37155,134168,452
Wayne,0,#N/A,North Carolina,2,1,,,Wayne North Carolina,37191,122623,316
Beaufort,0,#N/A,North Carolina,2,2,,,Beaufort North Carolina,37013,47759,142
McDowell,0,#N/A,North Carolina,2,2,,,McDowell North Carolina,37111,44996,65
Moore,0,#N/A,North Carolina,2,,,,Moore North Carolina,37125,88247,372
Stanley,0,3 combined with Gaston ,North Carolina,1,,,,Stanley North Carolina,#N/A,#N/A,#N/A
Hoke,0,#N/A,North Carolina,1,,,,Hoke North Carolina,37093,46952,49
Lincoln,0,#N/A,North Carolina,1,,,,Lincoln North Carolina,37109,78265,101
Hyde,0,#N/A,North Carolina,1,,,,Hyde North Carolina,37095,5810,0
Granville,0,#N/A,North Carolina,1,,,,Granville North Carolina,37077,59916,142
Davie,0,#N/A,North Carolina,1,,,,Davie North Carolina,37059,41240,50
Montgomery,0,#N/A,North Carolina,1,,,,Montgomery North Carolina,37123,27798,37
Lee,0,#N/A,North Carolina,1,,,,Lee North Carolina,37105,57866,127
Scotland,0,#N/A,North Carolina,1,,,,Scotland North Carolina,37165,36157,104
Vance,0,#N/A,North Carolina,1,,,,Vance North Carolina,37181,45422,102
Sampson,0,#N/A,North Carolina,1,,,,Sampson North Carolina,37163,63431,146
Hertford,0,#N/A,North Carolina,1,,,,Hertford North Carolina,37091,24669,114
Jackson,0,#N/A,North Carolina,1,,,,Jackson North Carolina,37099,40271,86
Transylvania,0,#N/A,North Carolina,1,,,,Transylvania North Carolina,37175,33090,94
Northampton,0,#N/A,North Carolina,1,,,,Northampton North Carolina,37131,22099,0
Duplin,0,#N/A,North Carolina,1,1,,,Duplin North Carolina,37061,58505,101
Bertie,0,#N/A,North Carolina,1,1,,,Bertie North Carolina,37015,21282,6
Lenoir,0,#N/A,North Carolina,1,1,,,Lenoir North Carolina,37107,59495,261
Chowan,0,#N/A,North Carolina,1,,,,Chowan North Carolina,37041,14793,89
Burke,0,#N/A,North Carolina,1,1,,,Burke North Carolina,37023,90912,315
Caldwell,0,#N/A,North Carolina,1,1,,,Caldwell North Carolina,37027,83029,110
Pasquotank,0,#N/A,North Carolina,1,,,,Pasquotank North Carolina,37139,40661,182
category Wisconsin,1,#N/A,Wisconsin,481,55,,,category Wisconsin Wisconsin,#N/A,#N/A,#N/A
Milwaukee,0,#N/A,Wisconsin,243,39,,,Milwaukee Wisconsin,55079,947735,4743
Dane,0,#N/A,Wisconsin,72,2,,,Dane Wisconsin,55025,488073,2073
Waukesha,0,#N/A,Wisconsin,31,,,,Waukesha Wisconsin,55133,389891,1305
Fond du Lac,0,#N/A,Wisconsin,18,2,,,Fond du Lac Wisconsin,55039,101633,189
Washington,0,#N/A,Wisconsin,17,2,,,Washington Wisconsin,55131,131887,141
Ozaukee,0,#N/A,Wisconsin,16,2,,,Ozaukee Wisconsin,55089,86395,326
Kenosha,0,#N/A,Wisconsin,13,1,,,Kenosha Wisconsin,55059,166426,517
Sheboygan,0,#N/A,Wisconsin,6,,,,Sheboygan Wisconsin,55117,115507,370
Racine,0,#N/A,Wisconsin,5,,,,Racine Wisconsin,55101,195408,715
La Crosse,0,#N/A,Wisconsin,5,,,,La Crosse Wisconsin,55063,114638,656
Winnebago,0,#N/A,Wisconsin,5,,,,Winnebago Wisconsin,55139,166994,795
Columbia,0,#N/A,Wisconsin,5,,,,Columbia Wisconsin,55021,56833,98
Walworth,0,#N/A,Wisconsin,4,1,,,Walworth Wisconsin,55127,102228,134
Jefferson,0,#N/A,Wisconsin,4,2,,,Jefferson Wisconsin,55055,83686,82
St. Croix,0,#N/A,Wisconsin,4,1,,,St. Croix Wisconsin,55109,84345,125
Eau Claire,0,#N/A,Wisconsin,4,,,,Eau Claire Wisconsin,55035,98736,661
Sauk,0,#N/A,Wisconsin,4,1,,,Sauk Wisconsin,55111,61976,161
Douglas,0,#N/A,Wisconsin,4,2,,,Douglas Wisconsin,55031,44159,25
Rock,0,#N/A,Wisconsin,3,,,,Rock Wisconsin,55105,160331,564
Pierce,0,#N/A,Wisconsin,3,,,,Pierce Wisconsin,55093,41019,0
Brown,0,#N/A,Wisconsin,3,,,,Brown Wisconsin,55009,248007,1278
Outagamie,0,#N/A,Wisconsin,2,,,,Outagamie Wisconsin,55087,176695,517
Dodge,0,#N/A,Wisconsin,2,,,,Dodge Wisconsin,55027,88759,245
Calumet,0,#N/A,Wisconsin,1,,,,Calumet Wisconsin,55015,48971,25
Chippewa,0,#N/A,Wisconsin,1,,,,Chippewa Wisconsin,55017,62415,218
Marathon,0,#N/A,Wisconsin,1,,,,Marathon Wisconsin,55073,134063,440
Wood,0,#N/A,Wisconsin,1,,,,Wood Wisconsin,55141,74749,619
Dunn,0,#N/A,Wisconsin,1,,,,Dunn Wisconsin,55033,43857,25
Green,0,#N/A,Wisconsin,1,,,,Green Wisconsin,55045,36842,95
Iowa,0,#N/A,Wisconsin,1,,,,Iowa Wisconsin,55049,23687,25
Bayfield,0,#N/A,Wisconsin,1,,,,Bayfield Wisconsin,55007,15014,0
category Indiana,1,#N/A,Indiana,369,153,,5,category Indiana Indiana,#N/A,#N/A,#N/A
Marion,0,#N/A,Indiana,161,79,,3,Marion Indiana,18097,903393,3595
Hamilton,0,#N/A,Indiana,25,7,,,Hamilton Indiana,18057,274569,577
St. Joseph,0,#N/A,Indiana,18,1,,,St. Joseph Indiana,18141,266931,811
Johnson,0,#N/A,Indiana,18,6,,2,Johnson Indiana,18081,139654,275
Lake,0,#N/A,Indiana,17,7,,,Lake Indiana,18089,496005,2597
Hendricks,0,#N/A,Indiana,13,5,,,Hendricks Indiana,18063,145448,287
Franklin,0,#N/A,Indiana,7,3,,,Franklin Indiana,18047,23087,0
Allen,0,#N/A,Indiana,7,3,,,Allen Indiana,18003,355329,1502
Howard,0,#N/A,Indiana,6,,,,Howard Indiana,18067,82752,254
Floyd,0,#N/A,Indiana,6,3,,,Floyd Indiana,18043,74578,297
Ripley,0,#N/A,Indiana,6,5,,,Ripley Indiana,18137,28818,25
Decatur,0,#N/A,Indiana,6,6,,,Decatur Indiana,18031,25740,25
Clark,0,#N/A,Indiana,5,1,,,Clark Indiana,18019,110232,378
Bartholomew,0,#N/A,Indiana,5,,,,Bartholomew Indiana,18005,76794,198
Elkhart,0,#N/A,Indiana,4,,,,Elkhart Indiana,18039,197559,406
Delaware,0,#N/A,Indiana,4,1,,,Delaware Indiana,18035,117671,411
Tippecanoe,0,#N/A,Indiana,4,2,,,Tippecanoe Indiana,18157,172780,783
Hancock,0,#N/A,Indiana,4,,,,Hancock Indiana,18059,70002,68
Grant,0,#N/A,Indiana,3,1,,,Grant Indiana,18053,70061,113
Madison,0,#N/A,Indiana,3,1,,,Madison Indiana,18095,131636,379
Monroe,0,#N/A,Indiana,3,2,,,Monroe Indiana,18105,137974,368
Morgan,0,#N/A,Indiana,3,2,,,Morgan Indiana,18109,68894,207
Vigo,0,#N/A,Indiana,3,1,,,Vigo Indiana,18167,107848,541
Boone,0,#N/A,Indiana,3,,,,Boone Indiana,18011,56640,52
Fayette,0,#N/A,Indiana,2,1,,,Fayette Indiana,18041,24277,99
Tipton,0,#N/A,Indiana,2,1,,,Tipton Indiana,18159,15936,25
Jennings,0,#N/A,Indiana,2,1,,,Jennings Indiana,18079,28525,17
Gibson,0,#N/A,Indiana,2,2,,,Gibson Indiana,18051,33503,25
Washington,0,#N/A,Indiana,2,1,,,Washington Indiana,18175,28262,25
Starke,0,#N/A,Indiana,2,1,,,Starke Indiana,18149,23363,53
LaPorte,0,#N/A,Indiana,2,,,,LaPorte Indiana,18091,111467,377
Dearborn,0,#N/A,Indiana,2,2,,,Dearborn Indiana,18029,50047,104
Owen,0,#N/A,Indiana,2,1,,,Owen Indiana,18119,21575,0
Wells,0,#N/A,Indiana,1,,,,Wells Indiana,18179,27636,79
Putnam,0,#N/A,Indiana,1,,,,Putnam Indiana,18133,37963,25
Noble,0,#N/A,Indiana,1,,,,Noble Indiana,18113,47536,31
Scott,0,#N/A,Indiana,1,,,,Scott Indiana,18143,24181,25
Adams,0,#N/A,Indiana,1,,,,Adams Indiana,18001,34387,35
Dubois,0,#N/A,Indiana,1,,,,Dubois Indiana,18037,41889,123
Greene,0,#N/A,Indiana,1,,,,Greene Indiana,18055,33165,25
Vanderburgh,0,#N/A,Indiana,1,,,,Vanderburgh Indiana,18163,179703,1266
Porter,0,#N/A,Indiana,1,1,,,Porter Indiana,18127,164343,317
Ohio,0,#N/A,Indiana,1,1,,,Ohio Indiana,18115,6128,0
Brown,0,#N/A,Indiana,1,1,,,Brown Indiana,18013,15242,0
Warrick,0,#N/A,Indiana,1,1,,,Warrick Indiana,18173,59689,181
Miami,0,#N/A,Indiana,1,,,,Miami Indiana,18103,36903,25
Lawrence,0,#N/A,Indiana,1,1,,,Lawrence Indiana,18093,46134,50
Jackson,0,#N/A,Indiana,1,1,,,Jackson Indiana,18071,42376,93
Montgomery,0,#N/A,Indiana,1,1,,,Montgomery Indiana,18107,38124,103
Shelby,0,#N/A,Indiana,1,,,,Shelby Indiana,18145,44436,0
category Maryland,1,#N/A,Maryland,350,60,,1,category Maryland Maryland,#N/A,#N/A,#N/A
Montgomery,0,#N/A,Maryland,107,13,,,Montgomery Maryland,24031,971777,1492
Prince George's,0,#N/A,Maryland,63,16,,1,Prince George's Maryland,24033,863420,836
Baltimore,0,#N/A,Maryland,42,7,,,Baltimore Maryland,24005,805029,1899
Baltimore City,0,Baltimore Maryland,Maryland,41,10,,,Baltimore City Maryland,24005,805029,1899
Howard,0,#N/A,Maryland,30,4,,,Howard Maryland,24027,287085,581
Anne Arundel,0,#N/A,Maryland,24,4,,,Anne Arundel Maryland,24003,537656,673
Carroll,0,#N/A,Maryland,5,,,,Carroll Maryland,24013,167134,409
Charles,0,#N/A,Maryland,5,,,,Charles Maryland,24017,146551,89
Harford,0,#N/A,Maryland,5,,,,Harford Maryland,24025,244826,255
Frederick,0,#N/A,Maryland,4,,,,Frederick Maryland,24021,233385,308
Wicomico,0,#N/A,Maryland,4,,,,Wicomico Maryland,24045,98733,416
Garrett,0,#N/A,Maryland,3,,,,Garrett Maryland,24023,30097,55
Calvert,0,#N/A,Maryland,3,2,,,Calvert Maryland,24009,88737,76
Cecil,0,#N/A,Maryland,3,2,,,Cecil Maryland,24015,101108,122
Washington,0,#N/A,Maryland,2,,,,Washington Maryland,24043,147430,372
St. Mary's,0,#N/A,Maryland,2,1,,,St. Mary's Maryland,24037,105151,95
Worcester,0,#N/A,Maryland,2,,,,Worcester Maryland,24047,51454,45
Caroline,0,#N/A,Maryland,1,,,,Caroline Maryland,24011,33066,0
Queen Anne's,0,#N/A,Maryland,1,,,,Queen Anne's Maryland,24035,47798,0
Somerset,0,#N/A,Maryland,1,,,,Somerset Maryland,24039,26470,89
Talbot,0,#N/A,Maryland,1,,,,Talbot Maryland,24041,37782,132
Unassigned,2,#N/A,Maryland,1,1,,,Unassigned Maryland,#N/A,#N/A,#N/A
category South Carolina,1,#N/A,South Carolina,342,44,,,category South Carolina South Carolina,#N/A,#N/A,#N/A
Kershaw,0,#N/A,South Carolina,58,4,,,Kershaw South Carolina,45055,61697,121
Richland,0,#N/A,South Carolina,45,2,,,Richland South Carolina,45079,384504,2585
Greenville,0,#N/A,South Carolina,39,8,,,Greenville South Carolina,45045,451225,1681
Charleston,0,#N/A,South Carolina,36,5,,,Charleston South Carolina,45019,350209,2166
Beaufort,0,#N/A,South Carolina,22,1,,,Beaufort South Carolina,45013,162233,290
Horry,0,#N/A,South Carolina,19,3,,,Horry South Carolina,45051,269291,753
Lexington,0,#N/A,South Carolina,19,2,,,Lexington South Carolina,45063,262391,556
Anderson,0,#N/A,South Carolina,16,1,,,Anderson South Carolina,45007,187126,755
York,0,#N/A,South Carolina,11,4,,,York South Carolina,45091,226073,334
Orangeburg,0,#N/A,South Carolina,8,,,,Orangeburg South Carolina,45075,92501,301
Sumter,0,#N/A,South Carolina,8,4,,,Sumter South Carolina,45085,107456,283
Darlington,0,#N/A,South Carolina,8,1,,,Darlington South Carolina,45031,68681,188
Lancaster,0,#N/A,South Carolina,7,,,,Lancaster South Carolina,45057,76652,253
Florence,0,#N/A,South Carolina,5,2,,,Florence South Carolina,45041,136885,1025
Clarendon,0,#N/A,South Carolina,5,1,,,Clarendon South Carolina,45027,34971,89
Berkeley,0,#N/A,South Carolina,4,,,,Berkeley South Carolina,45015,177843,0
Spartanburg,0,#N/A,South Carolina,4,1,,,Spartanburg South Carolina,45083,284307,943
Dorchester,0,#N/A,South Carolina,3,1,,,Dorchester South Carolina,45035,136555,104
Aiken,0,#N/A,South Carolina,2,1,,,Aiken South Carolina,45003,160099,245
Lee,0,#N/A,South Carolina,2,,,,Lee South Carolina,45061,19220,20
Greenwood,0,#N/A,South Carolina,2,,,,Greenwood South Carolina,45047,69661,400
Jasper,0,#N/A,South Carolina,2,1,,,Jasper South Carolina,45053,24777,41
Fairfield,0,#N/A,South Carolina,2,,,,Fairfield South Carolina,45039,23956,25
Georgetown,0,#N/A,South Carolina,2,,,,Georgetown South Carolina,45043,60158,298
Oconee,0,#N/A,South Carolina,2,,,,Oconee South Carolina,45073,74273,169
Colleton,0,#N/A,South Carolina,1,,,,Colleton South Carolina,45029,38892,131
Saluda,0,#N/A,South Carolina,1,,,,Saluda South Carolina,45081,19875,0
Edgefield,0,#N/A,South Carolina,1,,,,Edgefield South Carolina,45037,26985,25
Newberry,0,#N/A,South Carolina,1,,,,Newberry South Carolina,45071,37508,90
Abbeville,0,#N/A,South Carolina,1,,,,Abbeville South Carolina,45001,25417,25
Pickens,0,#N/A,South Carolina,1,,,,Pickens South Carolina,45077,119224,164
Calhoun,0,#N/A,South Carolina,1,,,,Calhoun South Carolina,45017,15175,0
Chesterfield,0,#N/A,South Carolina,1,1,,,Chesterfield South Carolina,45025,46734,59
Chester,0,#N/A,South Carolina,1,,,,Chester South Carolina,45023,33140,82
Marlboro,0,#N/A,South Carolina,1,1,,,Marlboro South Carolina,45069,28933,0
Dillon,0,#N/A,South Carolina,1,,,,Dillon South Carolina,45033,32062,79
category Arizona,1,#N/A,Arizona,326,91,,2,category Arizona Arizona,#N/A,#N/A,#N/A
Maricopa,0,#N/A,Arizona,199,60,,,Maricopa Arizona,04013,3817117,9705
Pima,0,#N/A,Arizona,42,18,,,Pima Arizona,04019,980263,3018
Navajo,0,#N/A,Arizona,32,7,,,Navajo Arizona,04017,107449,130
Pinal,0,#N/A,Arizona,22,5,,,Pinal Arizona,04021,375770,388
Coconino,0,#N/A,Arizona,18,1,,,Coconino Arizona,04005,134421,308
Apache,0,#N/A,Arizona,4,,,,Apache Arizona,04001,71518,45
Yavapai,0,#N/A,Arizona,3,,,,Yavapai Arizona,04025,211033,332
Yuma,0,#N/A,Arizona,2,,,,Yuma Arizona,04027,195751,410
Graham,0,#N/A,Arizona,2,,,,Graham Arizona,04009,37220,49
Santa Cruz,0,#N/A,Arizona,1,,,,Santa Cruz Arizona,04023,47420,56
Cochise,0,#N/A,Arizona,1,,,,Cochise Arizona,04003,131346,184
Unassigned,2,#N/A,Arizona,0,,,2,Unassigned Arizona,#N/A,#N/A,#N/A
category Mississippi,1,#N/A,Mississippi,320,71,,,category Mississippi Mississippi,#N/A,#N/A,#N/A
Hinds,0,#N/A,Mississippi,31,7,,,Hinds Mississippi,28049,245285,2427
DeSoto,0,#N/A,Mississippi,29,6,,,DeSoto Mississippi,28033,161252,514
Harrison,0,#N/A,Mississippi,24,3,,,Harrison Mississippi,28047,187105,867
Forrest,0,#N/A,Mississippi,14,3,,,Forrest Mississippi,28035,74934,545
Madison,0,#N/A,Mississippi,14,3,,,Madison Mississippi,28089,95203,67
Rankin,0,#N/A,Mississippi,13,5,,,Rankin Mississippi,28121,141617,2081
Pearl River,0,#N/A,Mississippi,13,1,,,Pearl River Mississippi,28109,55834,84
Lee,0,#N/A,Mississippi,12,4,,,Lee Mississippi,28081,82910,700
Tippah,0,#N/A,Mississippi,11,2,,,Tippah Mississippi,28139,22232,25
Coahoma,0,#N/A,Mississippi,11,3,,,Coahoma Mississippi,28027,26151,181
Leflore,0,#N/A,Mississippi,10,1,,,Leflore Mississippi,28083,32317,208
Jackson,0,#N/A,Mississippi,10,3,,,Jackson Mississippi,28059,139668,571
Lafayette,0,#N/A,Mississippi,8,3,,,Lafayette Mississippi,28071,47351,217
Pike,0,#N/A,Mississippi,7,3,,,Pike Mississippi,28113,40404,197
Holmes,0,#N/A,Mississippi,6,,,,Holmes Mississippi,28051,19198,25
Chickasaw,0,#N/A,Mississippi,6,3,,,Chickasaw Mississippi,28017,17392,84
Lowndes,0,#N/A,Mississippi,6,,,,Lowndes Mississippi,28087,59779,315
Hancock,0,#N/A,Mississippi,5,1,,,Hancock Mississippi,28045,43929,102
Copiah,0,#N/A,Mississippi,5,1,,,Copiah Mississippi,28029,29449,25
Washington,0,#N/A,Mississippi,5,1,,,Washington Mississippi,28151,51137,363
Oktibbeha,0,#N/A,Mississippi,5,,,,Oktibbeha Mississippi,28105,47671,96
Lincoln,0,#N/A,Mississippi,4,,,,Lincoln Mississippi,28085,34869,99
Wilkinson,0,#N/A,Mississippi,4,1,,,Wilkinson Mississippi,28157,9878,0
Bolivar,0,#N/A,Mississippi,4,,,,Bolivar Mississippi,28011,34145,165
Itawamba,0,#N/A,Mississippi,3,,,,Itawamba Mississippi,28057,23401,0
Yazoo,0,#N/A,Mississippi,3,2,,,Yazoo Mississippi,28163,28065,25
Franklin,0,#N/A,Mississippi,3,,,,Franklin Mississippi,28037,8118,25
Tunica,0,#N/A,Mississippi,3,1,,,Tunica Mississippi,28143,10778,0
Monroe,0,#N/A,Mississippi,3,1,,,Monroe Mississippi,28095,36989,130
Marshall,0,#N/A,Mississippi,3,,,,Marshall Mississippi,28093,37144,40
Attala,0,#N/A,Mississippi,3,2,,,Attala Mississippi,28007,19564,25
Sunflower,0,#N/A,Mississippi,3,1,,,Sunflower Mississippi,28133,29450,140
Webster,0,#N/A,Mississippi,2,1,,,Webster Mississippi,28155,10253,38
Tallahatchie,0,#N/A,Mississippi,2,1,,,Tallahatchie Mississippi,28135,15378,18
Panola,0,#N/A,Mississippi,2,,,,Panola Mississippi,28107,34707,112
Winston,0,#N/A,Mississippi,2,,,,Winston Mississippi,28159,19198,66
Grenada,0,#N/A,Mississippi,2,,,,Grenada Mississippi,28043,21906,156
Walthall,0,#N/A,Mississippi,2,,,,Walthall Mississippi,28147,15443,25
Montgomery,0,#N/A,Mississippi,2,1,,,Montgomery Mississippi,28097,10925,25
Lawrence,0,#N/A,Mississippi,2,,,,Lawrence Mississippi,28077,12929,25
Pontotoc,0,#N/A,Mississippi,2,1,,,Pontotoc Mississippi,28115,29957,25
Scott,0,#N/A,Mississippi,2,1,,,Scott Mississippi,28123,28264,60
Leake,0,#N/A,Mississippi,2,1,,,Leake Mississippi,28079,23805,25
Lamar,0,#N/A,Mississippi,2,1,,,Lamar Mississippi,28073,55658,261
Adams,0,#N/A,Mississippi,2,,,,Adams Mississippi,28001,32297,179
Noxubee,0,#N/A,Mississippi,1,1,,,Noxubee Mississippi,28103,11545,25
Perry,0,#N/A,Mississippi,1,,,,Perry Mississippi,28111,12250,22
George,0,#N/A,Mississippi,1,,,,George Mississippi,28039,22578,48
Jones,0,#N/A,Mississippi,1,,,,Jones Mississippi,28067,67761,285
Simpson,0,#N/A,Mississippi,1,,,,Simpson Mississippi,28127,27503,99
Humphreys,0,#N/A,Mississippi,1,,,,Humphreys Mississippi,28053,9375,0
Tate,0,#N/A,Mississippi,1,,,,Tate Mississippi,28137,28886,76
Union,0,#N/A,Mississippi,1,,,,Union Mississippi,28145,27134,153
Marion,0,#N/A,Mississippi,1,,,,Marion Mississippi,28091,27088,49
Smith,0,#N/A,Mississippi,1,,,,Smith Mississippi,28129,16491,29
Choctaw,0,#N/A,Mississippi,1,1,,,Choctaw Mississippi,28019,8547,25
Newton,0,#N/A,Mississippi,1,1,,,Newton Mississippi,28101,21720,25
Clay,0,#N/A,Mississippi,1,,,,Clay Mississippi,28025,20634,60
category Virginia,1,#N/A,Virginia,305,50,,2,category Virginia Virginia,#N/A,#N/A,#N/A
Fairfax,0,#N/A,Virginia,46,3,,,Fairfax Virginia,51059,1081726,1662
James City,0,#N/A,Virginia,37,3,,,James City Virginia,51095,67009,357
Arlington,0,#N/A,Virginia,36,2,,,Arlington Virginia,51013,207627,334
Prince William,0,#N/A,Virginia,23,5,,,Prince William Virginia,51153,402002,243
Loudoun,0,#N/A,Virginia,18,3,,,Loudoun Virginia,51107,312311,462
Virginia Beach,0,#N/A,Virginia,17,,,,Virginia Beach Virginia,51810,437994,542
Henrico,0,#N/A,Virginia,14,3,,2,Henrico Virginia,51087,306935,1031
Richmond City,0,Richmond Virginia,Virginia,11,3,,,Richmond City Virginia,51159,9254,0
Chesterfield,0,#N/A,Virginia,10,1,,,Chesterfield Virginia,51041,316236,466
Alexandria,0,#N/A,Virginia,8,2,,,Alexandria Virginia,51510,139966,318
Stafford,0,#N/A,Virginia,6,,,,Stafford Virginia,51179,128961,100
York,0,#N/A,Virginia,6,1,,,York Virginia,51199,65464,145
Williamsburg,0,#N/A,Virginia,5,,,,Williamsburg Virginia,51830,14068,40
Norfolk,0,#N/A,Virginia,5,1,,,Norfolk Virginia,51710,242803,1400
Charlottesville,0,#N/A,Virginia,5,1,,,Charlottesville Virginia,51540,43475,614
Albemarle,0,#N/A,Virginia,4,2,,,Albemarle Virginia,51003,98970,266
Goochland,0,#N/A,Virginia,3,1,,,Goochland Virginia,51075,21717,0
Portsmouth City,0,Portsmouth Virginia,Virginia,3,2,,,Portsmouth City Virginia,51740,95535,346
Louisa,0,#N/A,Virginia,3,1,,,Louisa Virginia,51109,33153,0
Bedford,0,#N/A,Virginia,3,2,,,Bedford Virginia,51019,68676,50
Rockingham,0,#N/A,Virginia,3,1,,,Rockingham Virginia,51165,76314,238
Newport News,0,#N/A,Virginia,3,1,,,Newport News Virginia,51700,180719,792
Madison,0,#N/A,Virginia,2,1,,,Madison Virginia,51113,13308,0
Culpeper,0,#N/A,Virginia,2,,,,Culpeper Virginia,51047,46689,70
Prince Edward,0,#N/A,Virginia,2,1,,,Prince Edward Virginia,51147,23368,116
Lynchburg,0,#N/A,Virginia,2,2,,,Lynchburg Virginia,51680,75568,738
Accomack,0,#N/A,Virginia,2,1,,,Accomack Virginia,51001,33164,0
Spotsylvania,0,#N/A,Virginia,2,,,,Spotsylvania Virginia,51177,122397,100
Mecklenburg,0,#N/A,Virginia,2,1,,,Mecklenburg Virginia,51117,32727,99
Rockbridge,0,#N/A,Virginia,2,,,,Rockbridge Virginia,51163,22307,0
Isle of Wight,0,#N/A,Virginia,2,1,,,Isle of Wight Virginia,51093,35270,0
Lee,0,#N/A,Virginia,2,,,,Lee Virginia,51105,25587,0
Gloucester,0,#N/A,Virginia,2,,,,Gloucester Virginia,51073,36858,67
Franklin,0,#N/A,Virginia,1,,,,Franklin Virginia,51067,56159,37
Suffolk,0,#N/A,Virginia,1,,,,Suffolk Virginia,51800,84585,150
Botetourt,0,#N/A,Virginia,1,,,,Botetourt Virginia,51023,33148,0
Amherst,0,#N/A,Virginia,1,,,,Amherst Virginia,51009,32353,0
Charles City,0,#N/A,Virginia,1,,,,Charles City Virginia,51036,7256,0
Fluvanna,0,#N/A,Virginia,1,,,,Fluvanna Virginia,51065,25691,0
Danville,0,#N/A,Virginia,1,,,,Danville Virginia,51590,43055,250
Hanover,0,#N/A,Virginia,1,,,,Hanover Virginia,51085,99863,265
Chesapeake,0,#N/A,Virginia,1,1,,,Chesapeake Virginia,51550,222209,310
Halifax,0,#N/A,Virginia,1,1,,,Halifax Virginia,51083,36241,192
Orange,0,#N/A,Virginia,1,1,,,Orange Virginia,51137,33481,0
Nelson,0,#N/A,Virginia,1,1,,,Nelson Virginia,51125,15020,0
Radford,0,#N/A,Virginia,1,1,,,Radford Virginia,51750,16408,0
