LOCATION,STATE,FILTER,fips,COMFIRMED_COMFIRMED,DEATH,ADDED,RECOVERED,geoid,CONCA,Pop,HospitalBeds
Duchesne,Utah,,49013,2,0,1,0,49013,Duchesne Utah,18607,124
Dukes and Nantucket,Massachusetts,,,17,1,10,0,25019,Dukes and Nantucket Massachusetts,10172,19
Dunklin,Missouri,,29069,9,0,1,0,29069,Dunklin Missouri,31953,116
Dunn,North Dakota,,38025,1,0,0,0,38025,Dunn North Dakota,3536,0
Dunn,Wisconsin,,55033,5,0,0,0,55033,Dunn Wisconsin,43857,25
Duplin,North Carolina,,37061,8,0,1,0,37061,Duplin North Carolina,58505,101
Durham,North Carolina,,37063,236,1,17,0,37063,Durham North Carolina,267587,1360
Dutchess,New York,,36027,1395,10,146,0,36027,Dutchess New York,297488,676
Duval,Florida,,12031,549,10,28,0,12031,Duval Florida,864263,4071
Dyer,Tennessee,,47045,11,0,1,0,47045,Dyer Tennessee,38335,225
Eagle,Colorado,,8037,374,5,2,0,8037,Eagle Colorado,52197,58
Early,Georgia,,13099,98,5,6,0,13099,Early Georgia,11008,25
East Baton Rouge,Louisiana,,22033,935,33,43,0,22033,East Baton Rouge Louisiana,440171,2055
East Carroll,Louisiana,,22035,1,0,0,0,22035,East Carroll Louisiana,7759,11
East Feliciana,Louisiana,,22037,39,1,0,0,22037,East Feliciana Louisiana,20267,506
Eastland,Texas,,48133,3,0,0,0,48133,Eastland Texas,18583,52
Eaton,Michigan,,26045,67,3,6,0,26045,Eaton Michigan,107759,45
Eau Claire,Wisconsin,,55035,21,0,0,0,55035,Eau Claire Wisconsin,98736,661
Echols,Georgia,,13101,1,0,0,0,13101,Echols Georgia,4034,0
Ector,Texas,,48135,30,1,0,0,48135,Ector Texas,137130,669
Eddy,New Mexico,,35015,4,1,0,0,35015,Eddy New Mexico,53829,161
Eddy,North Dakota,,38027,1,0,0,0,38027,Eddy North Dakota,2385,0
Edgecombe,North Carolina,,37065,12,0,1,0,37065,Edgecombe North Carolina,56552,117
Edgefield,South Carolina,,45037,6,0,0,0,45037,Edgefield South Carolina,26985,25
Edmonson,Kentucky,,21061,5,0,0,0,21061,Edmonson Kentucky,12161,0
Effingham,Georgia,,13103,18,1,1,0,13103,Effingham Georgia,52250,25
Effingham,Illinois,,17049,2,0,1,0,17049,Effingham Illinois,34242,146
El Dorado,California,,6017,28,0,6,0,6017,El Dorado California,181058,240
El Paso,Colorado,,8041,472,30,15,0,8041,El Paso Colorado,622263,836
El Paso,Texas,,48141,153,0,21,0,48141,El Paso Texas,800647,2813
Elbert,Colorado,,8039,10,1,1,0,8039,Elbert Colorado,23086,0
Elbert,Georgia,,13105,3,0,1,0,13105,Elbert Georgia,20166,52
Elk,Pennsylvania,,42047,2,0,0,0,42047,Elk Pennsylvania,31946,80
Elkhart,Indiana,,18039,46,3,3,0,18039,Elkhart Indiana,197559,406
Elko,Nevada,,32007,8,1,0,0,32007,Elko Nevada,48818,50
Ellis,Texas,,48139,41,2,6,0,48139,Ellis Texas,149610,164
Elmore,Alabama,,1051,22,0,0,0,1051,Elmore Alabama,79303,138
Elmore,Idaho,,16039,14,0,2,0,16039,Elmore Idaho,27038,25
Emanuel,Georgia,,13107,5,0,2,0,13107,Emanuel Georgia,22598,72
Emery,Utah,,49015,2,0,0,0,49015,Emery Utah,10976,0
Emmet,Michigan,,26047,15,2,1,0,26047,Emmet Michigan,32694,178
Emmons,North Dakota,,38029,1,1,0,0,38029,Emmons North Dakota,3550,14
Emporia,Virginia,,51595,4,0,2,0,51595,Emporia Virginia,5927,80
Erath,Texas,,48143,11,1,0,0,48143,Erath Texas,37890,98
Erie,New York,,36029,1335,45,101,0,36029,Erie New York,919040,2788
Erie,Ohio,,39043,10,1,0,0,39043,Erie Ohio,77079,424
Erie,Pennsylvania,,42049,29,0,0,0,42049,Erie Pennsylvania,280566,1188
Escambia,Alabama,,1053,3,0,0,0,1053,Escambia Alabama,38319,142
Escambia,Florida,,12033,180,2,12,0,12033,Escambia Florida,297619,1276
Essex,Massachusetts,,25009,2103,50,262,0,25009,Essex Massachusetts,743159,1443
Essex,New Jersey,,34013,5598,276,520,0,34013,Essex New Jersey,783969,4007
Essex,New York,,36031,9,0,0,0,36031,Essex New York,39370,40
Essex,Virginia,,51057,0,0,0,0,51057,Essex Virginia,11151,67
Etowah,Alabama,,1055,43,4,0,0,1055,Etowah Alabama,104430,739
Evangeline,Louisiana,,22039,25,0,2,0,22039,Evangeline Louisiana,33984,250
Fairbanks North Star,Alaska,,2090,71,1,6,0,2090,Fairbanks North Star Alaska,97581,217
Fairfax,Virginia,,51059,570,9,38,0,51059,Fairfax Virginia,1081726,1662
Fairfax City,Virginia,,51600,0,0,0,0,51600,Fairfax City Virginia,22565,0
Fairfield,Connecticut,,9001,4136,132,0,0,9001,Fairfield Connecticut,916829,2066
Fairfield,Ohio,,39045,65,0,6,0,39045,Fairfield Ohio,146156,255
Fairfield,South Carolina,,45039,17,0,0,0,45039,Fairfield South Carolina,23956,25
Fall River,South Dakota,,46047,1,0,0,0,46047,Fall River South Dakota,7094,25
Falls,Texas,,48145,1,0,0,0,48145,Falls Texas,17866,36
Falls Church,Virginia,,51610,0,0,0,0,51610,Falls Church Virginia,12332,0
Fannin,Georgia,,13111,9,0,-1,0,13111,Fannin Georgia,23682,50
Fannin,Texas,,48147,4,0,2,0,48147,Fannin Texas,33915,25
Faribault,Minnesota,,27043,3,0,0,0,27043,Faribault Minnesota,14553,43
Faulk,South Dakota,,46049,1,0,0,0,46049,Faulk South Dakota,2364,12
Faulkner,Arkansas,,5045,55,1,3,0,5045,Faulkner Arkansas,113237,172
Fauquier,Virginia,,51061,17,0,-1,0,51061,Fauquier Virginia,65203,97
Fayette,Alabama,,1057,1,0,0,0,1057,Fayette Alabama,17241,61
Fayette,Georgia,,13113,85,4,6,0,13113,Fayette Georgia,106567,157
Fayette,Illinois,,17051,4,0,1,0,17051,Fayette Illinois,22140,110
Fayette,Indiana,,18041,18,3,0,0,18041,Fayette Indiana,24277,99
Fayette,Iowa,,19065,3,0,0,0,19065,Fayette Iowa,20880,50
Fayette,Kentucky,,21067,123,8,0,0,21067,Fayette Kentucky,295803,2379
Fayette,Ohio,,39047,4,0,2,0,39047,Fayette Ohio,29030,25
Fayette,Pennsylvania,,42051,35,1,3,0,42051,Fayette Pennsylvania,136606,283
Fayette,Tennessee,,47047,22,0,1,0,47047,Fayette Tennessee,38413,0
Fayette,Texas,,48149,9,0,0,0,48149,Fayette Texas,24554,65
Fayette,West Virginia,,54019,1,0,0,0,54019,Fayette West Virginia,46039,94
Fentress,Tennessee,,47049,2,0,0,0,47049,Fentress Tennessee,17959,85
Ferry,Washington,,53019,1,0,0,0,53019,Ferry Washington,7551,25
Fillmore,Minnesota,,,10,0,3,0,27045,Fillmore Minnesota,20866,0
Finney,Kansas,,20055,11,0,0,0,20055,Finney Kansas,36776,132
Flagler,Florida,,12035,35,1,0,0,12035,Flagler Florida,95696,99
Flathead,Montana,,30029,31,0,0,0,30029,Flathead Montana,90928,231
Florence,South Carolina,,45041,45,5,0,0,45041,Florence South Carolina,136885,1025
Florence,Wisconsin,,55037,2,0,0,0,55037,Florence Wisconsin,4423,0
Floyd,Georgia,,13115,93,3,4,0,13115,Floyd Georgia,96317,559
Floyd,Indiana,,18043,77,3,3,0,18043,Floyd Indiana,74578,297
Floyd,Texas,,48153,1,0,0,0,48153,Floyd Texas,6446,25
Floyd,Virginia,,51063,0,0,0,0,51063,Floyd Virginia,15279,0
Fluvanna,Virginia,,51065,12,0,3,0,51065,Fluvanna Virginia,25691,0
Fond du Lac,Wisconsin,,55039,44,2,0,0,55039,Fond du Lac Wisconsin,101633,189
Ford,Illinois,,17053,3,1,2,0,17053,Ford Illinois,14081,67
Ford,Kansas,,20057,2,0,1,0,20057,Ford Kansas,33848,99
Forest,Pennsylvania,,42053,5,0,0,0,42053,Forest Pennsylvania,7716,0
Forrest,Mississippi,,28035,59,1,0,0,28035,Forrest Mississippi,74934,545
Forsyth,Georgia,,13117,99,2,5,0,13117,Forsyth Georgia,175511,187
Forsyth,North Carolina,,37067,108,2,2,0,37067,Forsyth North Carolina,350670,1855
Fort Bend,Texas,,48157,417,6,99,0,48157,Fort Bend Texas,585375,1105
Foster,North Dakota,,38031,1,0,0,0,38031,Foster North Dakota,3343,25
Fountain,Indiana,,18045,2,1,0,0,18045,Fountain Indiana,17240,0
Franklin,Alabama,,1059,7,0,0,0,1059,Franklin Alabama,31704,125
Franklin,Arkansas,,5047,1,0,0,0,5047,Franklin Arkansas,18125,0
Franklin,Florida,,12037,2,0,0,0,12037,Franklin Florida,11549,25
Franklin,Georgia,,13119,3,0,0,0,13119,Franklin Georgia,22084,56
Franklin,Illinois,,17055,2,0,0,0,17055,Franklin Illinois,39561,25
Franklin,Indiana,,18047,61,7,1,0,18047,Franklin Indiana,23087,0
Franklin,Iowa,,19069,1,0,0,0,19069,Franklin Iowa,10680,25
Franklin,Kansas,,20059,10,0,0,0,20059,Franklin Kansas,25992,44
Franklin,Kentucky,,21073,7,0,0,0,21073,Franklin Kentucky,49285,173
Franklin,Louisiana,,22041,30,0,2,0,22041,Franklin Louisiana,20767,43
Franklin,Maine,,23007,5,0,0,0,23007,Franklin Maine,30768,65
Franklin,Massachusetts,,25011,117,21,-1,0,25011,Franklin Massachusetts,71372,89
Franklin,Mississippi,,28037,5,0,0,0,28037,Franklin Mississippi,8118,25
Franklin,Missouri,,29071,35,3,0,0,29071,Franklin Missouri,101492,148
Franklin,New York,,36033,10,0,0,0,36033,Franklin New York,51599,173
Franklin,North Carolina,,37069,23,1,6,0,37069,Franklin North Carolina,60619,0
Franklin,Ohio,,39049,761,12,58,0,39049,Franklin Ohio,1163414,6376
Franklin,Pennsylvania,,42055,43,0,4,0,42055,Franklin Pennsylvania,149618,416
Franklin,Tennessee,,47051,17,1,3,0,47051,Franklin Tennessee,41052,174
Franklin,Texas,,48159,1,0,0,0,48159,Franklin Texas,10605,0
Franklin,Vermont,,50011,33,0,0,0,50011,Franklin Vermont,47746,70
Franklin,Virginia,,51067,12,0,1,0,51067,Franklin Virginia,56159,37
Franklin,Washington,,53021,75,2,5,0,53021,Franklin Washington,78163,106
Franklin City,Virginia,,51620,5,0,1,0,51620,Franklin City Virginia,8582,90
Frederick,Maryland,,24021,199,4,48,0,24021,Frederick Maryland,233385,308
Frederick,Virginia,,51069,46,0,3,0,51069,Frederick Virginia,78305,0
Fredericksburg,Virginia,,51630,8,0,0,0,51630,Fredericksburg Virginia,24286,472
Freeborn,Minnesota,,27047,17,0,3,0,27047,Freeborn Minnesota,31255,159
Fremont,Colorado,,8043,4,0,0,0,8043,Fremont Colorado,46824,25
Fremont,Idaho,,16043,2,0,0,0,16043,Fremont Idaho,13242,0
Fremont,Wyoming,,56013,38,0,0,0,56013,Fremont Wyoming,40123,248
Fresno,California,,6019,146,3,22,0,6019,Fresno California,930450,3551
Frio,Texas,,48163,1,0,1,0,48163,Frio Texas,17217,22
Fulton,Georgia,,13121,1240,41,116,0,13121,Fulton Georgia,920581,4353
Fulton,Indiana,,18049,3,0,0,0,18049,Fulton Indiana,20836,25
Fulton,New York,,36035,14,0,1,0,36035,Fulton New York,55531,74
Fulton,Ohio,,39051,5,0,0,0,39051,Fulton Ohio,42698,117
Fulton,Pennsylvania,,42057,1,0,0,0,42057,Fulton Pennsylvania,14845,21
Gadsden,Florida,,12039,8,0,2,0,12039,Gadsden Florida,46389,1253
Gage,Nebraska,,31067,23,1,0,0,31067,Gage Nebraska,22311,25
Gaines,Texas,,48165,1,0,0,0,48165,Gaines Texas,17526,25
Galax,Virginia,,51640,1,0,0,0,51640,Galax Virginia,7042,141
Gallatin,Illinois,,17059,1,0,0,0,17059,Gallatin Illinois,5589,0
Gallatin,Montana,,30031,120,0,2,0,30031,Gallatin Montana,89513,90
Gallia,Ohio,,39053,4,1,0,0,39053,Gallia Ohio,30934,287
Galveston,Texas,,48167,272,5,16,0,48167,Galveston Texas,291309,711
Garfield,Colorado,,8045,49,1,1,0,8045,Garfield Colorado,56389,119
Garfield,Oklahoma,,40047,5,0,0,0,40047,Garfield Oklahoma,60580,436
Garfield,Utah,,49017,1,0,0,0,49017,Garfield Utah,5172,41
Garland,Arkansas,,5051,51,0,5,0,5051,Garland Arkansas,96024,611
Garrett,Maryland,,24023,5,0,2,0,24023,Garrett Maryland,30097,55
Garvin,Oklahoma,,40049,11,0,-1,0,40049,Garvin Oklahoma,27576,90
Gasconade,Missouri,,29073,2,0,0,0,29073,Gasconade Missouri,15222,24
Gaston,North Carolina,,37071,62,3,4,0,37071,Gaston North Carolina,206086,475
Gates,North Carolina,,37073,3,0,1,0,37073,Gates North Carolina,12197,0
Geary,Kansas,,20061,4,0,0,0,20061,Geary Kansas,34362,92
Geauga,Ohio,,39055,44,1,3,0,39055,Geauga Ohio,93389,281
Gem,Idaho,,16045,8,0,0,0,16045,Gem Idaho,16719,16
Genesee,Michigan,,26049,713,39,75,0,26049,Genesee Michigan,425790,1169
Genesee,New York,,36037,47,1,14,0,36037,Genesee New York,60079,131
Geneva,Alabama,,1061,1,0,1,0,1061,Geneva Alabama,26790,83
Gentry,Missouri,,29075,1,0,0,0,29075,Gentry Missouri,6738,35
George,Mississippi,,28039,5,0,0,0,28039,George Mississippi,22578,48
Georgetown,South Carolina,,45043,22,1,0,0,45043,Georgetown South Carolina,60158,298
Gibson,Indiana,,18051,4,0,0,0,18051,Gibson Indiana,33503,25
Gibson,Tennessee,,47053,13,0,0,0,47053,Gibson Tennessee,49683,70
Gila,Arizona,,4007,3,0,0,0,4007,Gila Arizona,53597,69
Gilchrist,Florida,,12041,1,0,0,0,12041,Gilchrist Florida,16939,0
Giles,Tennessee,,47055,3,0,0,0,47055,Giles Tennessee,29485,95
Giles,Virginia,,51071,2,0,0,0,51071,Giles Virginia,17286,25
Gillespie,Texas,,48171,1,0,0,0,48171,Gillespie Texas,24837,86
Gilmer,Georgia,,13123,4,0,1,0,13123,Gilmer Georgia,28292,0
Glacier,Montana,,30035,2,0,1,0,30035,Glacier Montana,13399,13
Glades,Florida,,12043,4,1,0,0,12043,Glades Florida,12884,0
Gladwin,Michigan,,26051,4,0,0,0,26051,Gladwin Michigan,25692,25
Glenn,California,,6021,2,0,0,0,6021,Glenn California,28122,47
Gloucester,New Jersey,,34015,340,7,29,0,34015,Gloucester New Jersey,288288,609
Gloucester,Virginia,,51073,16,0,1,0,51073,Gloucester Virginia,36858,67
Glynn,Georgia,,13127,30,0,1,0,13127,Glynn Georgia,79626,401
Gogebic,Michigan,,26053,3,1,0,0,26053,Gogebic Michigan,16427,25
Goliad,Texas,,48175,3,0,0,0,48175,Goliad Texas,7210,0
Gonzales,Texas,,48177,1,0,0,0,48177,Gonzales Texas,19807,34
Goochland,Virginia,,51075,24,0,2,0,51075,Goochland Virginia,21717,0
Goodhue,Minnesota,,27049,13,0,1,0,27049,Goodhue Minnesota,46183,83
Gooding,Idaho,,16047,3,0,0,0,16047,Gooding Idaho,15464,18
Gordon,Georgia,,13129,26,3,1,0,13129,Gordon Georgia,55186,80
Goshen,Wyoming,,56015,3,0,0,0,56015,Goshen Wyoming,13249,25
Gosper,Nebraska,,31073,1,0,0,0,31073,Gosper Nebraska,2044,0
Gove,Kansas,,20063,1,0,0,0,20063,Gove Kansas,2695,70
Grady,Georgia,,13131,6,0,1,0,13131,Grady Georgia,25011,60
Grady,Oklahoma,,40051,9,0,0,0,40051,Grady Oklahoma,52431,99
Grafton,New Hampshire,,33009,41,0,0,0,33009,Grafton New Hampshire,89118,496
Graham,Arizona,,4009,2,0,0,0,4009,Graham Arizona,37220,49
Grainger,Tennessee,,47057,3,0,0,0,47057,Grainger Tennessee,22657,0
Grand,Colorado,,8049,4,0,0,0,8049,Grand Colorado,14843,44
Grand,Utah,,49019,1,0,0,0,49019,Grand Utah,9225,19
Grand Forks,North Dakota,,38035,11,0,0,0,38035,Grand Forks North Dakota,66861,641
Grand Isle,Vermont,,50013,1,0,0,0,50013,Grand Isle Vermont,6970,0
Grand Traverse,Michigan,,26055,15,3,0,0,26055,Grand Traverse Michigan,86986,377
Grant,Arkansas,,5053,5,0,2,0,5053,Grant Arkansas,17853,0
Grant,Indiana,,18053,22,2,2,0,18053,Grant Indiana,70061,113
Grant,Kentucky,,21081,2,1,0,0,21081,Grant Kentucky,24662,25
Grant,Louisiana,,22043,10,0,0,0,22043,Grant Louisiana,22309,0
Grant,New Mexico,,35017,4,0,0,0,35017,Grant New Mexico,29514,71
Grant,North Dakota,,38037,1,0,0,0,38037,Grant North Dakota,2394,30
Grant,Oklahoma,,40053,1,0,0,0,40053,Grant Oklahoma,4527,0
Grant,Oregon,,41023,1,0,0,0,41023,Grant Oregon,7445,25
Grant,Washington,,53025,94,2,6,0,53025,Grant Washington,89120,186
Grant,Wisconsin,,55043,3,0,0,0,55043,Grant Wisconsin,51208,85
Granville,North Carolina,,37077,83,0,7,0,37077,Granville North Carolina,59916,142
Gratiot,Michigan,,26057,5,0,-1,0,26057,Gratiot Michigan,42476,67
Graves,Kentucky,,21083,2,0,0,0,21083,Graves Kentucky,37121,107
Gray,Texas,,48179,11,0,2,0,48179,Gray Texas,22535,115
Grays Harbor,Washington,,53027,7,0,1,0,53027,Grays Harbor Washington,72797,130
Grayson,Kentucky,,21085,2,0,0,0,21085,Grayson Kentucky,25746,75
Grayson,Texas,,48181,15,0,1,0,48181,Grayson Texas,120877,602
Grayson,Virginia,,51077,0,0,0,0,51077,Grayson Virginia,15533,0
Green,Wisconsin,,55045,9,0,0,0,55045,Green Wisconsin,36842,95
Greenbrier,West Virginia,,54025,3,0,0,0,54025,Greenbrier West Virginia,35480,122
Greene,Alabama,,1063,10,0,0,0,1063,Greene Alabama,9045,20
Greene,Arkansas,,5055,6,0,5,0,5055,Greene Arkansas,42090,129
Greene,Georgia,,13133,22,1,1,0,13133,Greene Georgia,15994,49
Greene,Indiana,,18055,12,0,1,0,18055,Greene Indiana,33165,25
Greene,Iowa,,19073,1,0,1,0,19073,Greene Iowa,9336,25
Greene,Mississippi,,28041,1,0,0,0,28041,Greene Mississippi,14400,7
Greene,Missouri,,29077,72,7,0,0,29077,Greene Missouri,275174,1402
Greene,New York,,36039,25,0,1,0,36039,Greene New York,49221,0
Greene,North Carolina,,37079,10,0,0,0,37079,Greene North Carolina,21362,0
Greene,Ohio,,39057,21,1,1,0,39057,Greene Ohio,161573,176
Greene,Pennsylvania,,42059,17,0,2,0,42059,Greene Pennsylvania,38686,77
Greene,Tennessee,,47059,20,1,2,0,47059,Greene Tennessee,68831,240
Greene,Virginia,,51079,4,0,0,0,51079,Greene Virginia,18403,0
Greenlee,Arizona,,4011,1,0,0,0,4011,Greenlee Arizona,8437,0
Greensville,Virginia,,51081,5,0,0,0,51081,Greensville Virginia,12243,0
Greenup,Kentucky,,21089,2,0,0,0,21089,Greenup Kentucky,36910,190
Greenville,South Carolina,,45045,214,3,0,0,45045,Greenville South Carolina,451225,1681
Greenwood,Kansas,,20073,1,0,0,0,20073,Greenwood Kansas,6689,25
Greenwood,South Carolina,,45047,12,0,0,0,45047,Greenwood South Carolina,69661,400
Greer,Oklahoma,,40055,32,4,1,0,40055,Greer Oklahoma,6239,25
Gregg,Texas,,48183,32,0,9,0,48183,Gregg Texas,121730,846
Grenada,Mississippi,,28043,8,0,0,0,28043,Grenada Mississippi,21906,156
Grimes,Texas,,48185,6,0,2,0,48185,Grimes Texas,26604,25
Grundy,Illinois,,17063,12,0,3,0,17063,Grundy Illinois,50063,89
Grundy,Iowa,,19075,1,0,0,0,19075,Grundy Iowa,12453,80
Grundy,Tennessee,,47061,16,0,0,0,47061,Grundy Tennessee,13703,0
Guadalupe,Texas,,48187,45,0,6,0,48187,Guadalupe Texas,131533,133
Guernsey,Ohio,,39059,2,0,1,0,39059,Guernsey Ohio,40087,255
Guilford,North Carolina,,37081,122,8,3,0,37081,Guilford North Carolina,488406,1833
Gulf,Florida,,12045,1,0,0,0,12045,Gulf Florida,15863,19
Gunnison,Colorado,,8051,98,1,3,0,8051,Gunnison Colorado,15324,24
Guthrie,Iowa,,19077,1,0,0,0,19077,Guthrie Iowa,10954,25
Gwinnett,Georgia,,13135,565,15,40,0,13135,Gwinnett Georgia,805321,847
Habersham,Georgia,,13137,8,0,2,0,13137,Habersham Georgia,43041,53
Hale,Alabama,,1065,7,0,0,0,1065,Hale Alabama,15760,39
Hale,Texas,,48189,7,0,0,0,48189,Hale Texas,36273,88
Halifax,North Carolina,,37083,14,0,1,0,37083,Halifax North Carolina,54691,306
Halifax,Virginia,,51083,2,0,0,0,51083,Halifax Virginia,36241,192
Hall,Georgia,,13139,228,0,32,0,13139,Hall Georgia,179684,557
Hall,Nebraska,,31079,69,2,11,0,31079,Hall Nebraska,58607,159
Hamblen,Tennessee,,47063,4,0,0,0,47063,Hamblen Tennessee,62544,278
Hamilton,Florida,,12047,1,0,0,0,12047,Hamilton Florida,14799,0
Hamilton,Indiana,,18057,392,15,29,0,18057,Hamilton Indiana,274569,577
Hamilton,Iowa,,19079,2,0,0,0,19079,Hamilton Iowa,15673,25
Hamilton,Nebraska,,31081,7,0,0,0,31081,Hamilton Nebraska,9124,14
Hamilton,New York,,36041,2,0,0,0,36041,Hamilton New York,4836,0
Hamilton,Ohio,,39061,437,13,26,0,39061,Hamilton Ohio,802374,4961
Hamilton,Tennessee,,47065,95,9,0,0,47065,Hamilton Tennessee,336463,1825
Hamilton,Texas,,48193,2,0,1,0,48193,Hamilton Texas,8517,42
Hamlin,South Dakota,,46057,1,0,0,0,46057,Hamlin South Dakota,5903,0
Hampden,Massachusetts,,25013,1081,62,84,0,25013,Hampden Massachusetts,463490,1773
Hampshire,Massachusetts,,25015,164,3,6,0,25015,Hampshire Massachusetts,158080,165
Hampshire,West Virginia,,54027,1,0,1,0,54027,Hampshire West Virginia,23964,44
Hampton,South Carolina,,45049,4,0,0,0,45049,Hampton South Carolina,21090,32
Hampton,Virginia,,51650,53,1,10,0,51650,Hampton Virginia,137436,685
Hancock,Georgia,,13141,1,0,0,0,13141,Hancock Georgia,9429,0
Hancock,Illinois,,17067,1,0,1,0,17067,Hancock Illinois,19104,18
Hancock,Indiana,,18059,99,2,10,0,18059,Hancock Indiana,70002,68
Hancock,Iowa,,19081,3,0,0,0,19081,Hancock Iowa,11341,25
Hancock,Kentucky,,21091,1,0,0,0,21091,Hancock Kentucky,8565,0
Hancock,Maine,,23009,3,0,1,0,23009,Hancock Maine,54418,114
Hancock,Mississippi,,28045,32,2,1,0,28045,Hancock Mississippi,43929,102
Hancock,Ohio,,39063,17,0,2,0,39063,Hancock Ohio,74782,201
Hancock,Tennessee,,47067,0,0,0,0,47067,Hancock Tennessee,6819,10
Hancock,West Virginia,,54029,7,0,0,0,54029,Hancock West Virginia,30676,0
Hanover,Virginia,,51085,22,0,3,0,51085,Hanover Virginia,99863,265
Hansford,Texas,,48195,1,0,0,0,48195,Hansford Texas,5613,25
Haralson,Georgia,,13143,17,0,2,0,13143,Haralson Georgia,28780,25
Hardee,Florida,,12049,2,0,0,0,12049,Hardee Florida,27731,25
Hardeman,Tennessee,,47069,6,0,0,0,47069,Hardeman Tennessee,27253,51
Hardin,Iowa,,19083,1,0,0,0,19083,Hardin Iowa,17534,35
Hardin,Kentucky,,21093,9,0,0,0,21093,Hardin Kentucky,105543,465
Hardin,Ohio,,39065,2,0,0,0,39065,Hardin Ohio,32058,25
Hardin,Tennessee,,47071,2,0,0,0,47071,Hardin Tennessee,26026,58
Hardin,Texas,,48199,41,1,13,0,48199,Hardin Texas,54635,0
Hardy,West Virginia,,54031,2,0,0,0,54031,Hardy West Virginia,14025,0
Harford,Maryland,,24025,86,0,27,0,24025,Harford Maryland,244826,255
Harnett,North Carolina,,37085,34,2,2,0,37085,Harnett North Carolina,114678,167
Harris,Georgia,,13145,15,0,3,0,13145,Harris Georgia,32024,0
Harris,Texas,,48201,2341,31,195,0,48201,Harris Texas,4092459,15865
Harrison,Indiana,,18061,48,1,0,0,18061,Harrison Indiana,39364,25
Harrison,Iowa,,19085,11,0,1,0,19085,Harrison Iowa,14928,25
Harrison,Kentucky,,21097,12,0,0,0,21097,Harrison Kentucky,18846,61
Harrison,Mississippi,,28047,88,3,-1,0,28047,Harrison Mississippi,187105,867
Harrison,Missouri,,29081,4,0,0,0,29081,Harrison Missouri,8957,19
Harrison,Texas,,48203,11,1,0,0,48203,Harrison Texas,65631,149
Harrison,West Virginia,,54033,29,1,4,0,54033,Harrison West Virginia,69099,292
Harrisonburg,Virginia,,51660,36,0,9,0,51660,Harrisonburg Virginia,48914,0
Hart,Georgia,,13147,3,0,0,0,13147,Hart Georgia,25213,0
Hartford,Connecticut,,9003,1045,48,0,0,9003,Hartford Connecticut,894014,2980
Harvey,Kansas,,20079,4,0,0,0,20079,Harvey Kansas,34684,141
Hawaii,Hawaii,,15001,23,0,0,0,15001,Hawaii Hawaii,185079,504
Hawkins,Tennessee,,47073,18,1,2,0,47073,Hawkins Tennessee,56833,50
Hays,Texas,,48209,75,0,14,0,48209,Hays Texas,157107,354
Haywood,North Carolina,,37087,3,0,0,0,37087,Haywood North Carolina,59036,190
Haywood,Tennessee,,47075,7,0,1,0,47075,Haywood Tennessee,18787,0
Heard,Georgia,,13149,3,1,0,0,13149,Heard Georgia,11834,0
Hemphill,Texas,,48211,1,0,0,0,48211,Hemphill Texas,3807,26
Hempstead,Arkansas,,5057,1,0,0,0,5057,Hempstead Arkansas,22609,79
Henderson,Kentucky,,21101,6,0,0,0,21101,Henderson Kentucky,46250,192
Henderson,North Carolina,,37089,51,3,0,0,37089,Henderson North Carolina,106740,325
Henderson,Tennessee,,47077,2,0,0,0,47077,Henderson Tennessee,27769,45
Henderson,Texas,,48213,4,0,-2,0,48213,Henderson Texas,78532,117
Hendricks,Indiana,,18063,243,6,18,0,18063,Hendricks Indiana,145448,287
Hendry,Florida,,12051,10,0,1,0,12051,Hendry Florida,39140,25
Hennepin,Minnesota,,27053,344,18,34,0,27053,Hennepin Minnesota,1152425,4668
Henrico,Virginia,,51087,291,2,24,0,51087,Henrico Virginia,306935,1031
Henry,Alabama,,1067,5,0,1,0,1067,Henry Alabama,17302,0
Henry,Georgia,,13151,215,3,21,0,13151,Henry Georgia,203922,265
Henry,Illinois,,17073,16,0,6,0,17073,Henry Illinois,50486,86
Henry,Indiana,,18065,19,0,3,0,18065,Henry Indiana,49462,90
Henry,Iowa,,19087,15,1,2,0,19087,Henry Iowa,20145,152
Henry,Kentucky,,21103,2,0,0,0,21103,Henry Kentucky,15416,0
Henry,Missouri,,29083,2,1,0,0,29083,Henry Missouri,22272,97
Henry,Ohio,,39069,1,0,1,0,39069,Henry Ohio,28215,31
Henry,Tennessee,,47079,6,0,0,0,47079,Henry Tennessee,32330,142
Henry,Virginia,,51089,4,0,0,0,51089,Henry Virginia,54151,0
Herkimer,New York,,36043,29,3,2,0,36043,Herkimer New York,64519,25
Hernando,Florida,,12053,56,1,5,0,12053,Hernando Florida,172778,620
Hertford,North Carolina,,37091,5,1,0,0,37091,Hertford North Carolina,24669,114
Hickman,Tennessee,,47081,2,0,0,0,47081,Hickman Tennessee,24690,25
Hidalgo,Texas,,48215,128,1,15,0,48215,Hidalgo Texas,774769,2292
Highland,Ohio,,39071,6,0,0,0,39071,Highland Ohio,43589,70
Highland,Virginia,,51091,0,0,0,0,51091,Highland Virginia,2321,0
Highlands,Florida,,12055,41,3,4,0,12055,Highlands Florida,98786,323
Hill,Montana,,30041,1,0,0,0,30041,Hill Montana,16096,49
Hill,Texas,,48217,6,0,1,0,48217,Hill Texas,35089,116
Hillsborough,Florida,,12057,626,7,18,0,12057,Hillsborough Florida,1229226,4857
